Year,Decade,Recent,Runtime_Binned,Top_Company,Top_Main_Actor,Top_Director,Top_Writer,Log_Budget,Weighted_Score,Log_Votes,G,PG,PG-13,R,NC-17,Not Rated,Unrated,X,Action,Adventure,Animation,Comedy,Crime,Drama,Fantasy,Historical,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,Worldwide Gross
2009,2000,False,60-90,False,False,False,False,15.894952224644102,25080000.0,12.706850963741102,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1803412.0
1995,1990,False,60-90,True,False,False,False,17.147715103853763,2632000.0,10.757924157061597,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3983912.0
2001,2000,False,>120,True,False,False,False,18.035018277846262,189240000.0,14.727793670047236,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,96976270.0
2011,2010,True,90-120,False,False,True,False,16.951004817371683,49300000.0,13.652992804936396,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34513760.0
1996,1990,False,>120,False,False,False,True,15.424948670398354,4104000.0,10.950824090522445,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,588621.0
2011,2010,True,90-120,False,False,False,False,15.607270193858982,60590000.0,13.629182184591333,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19561904.0
2005,2000,False,90-120,False,False,False,False,16.341239282272525,29480000.0,12.994532278619134,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17356268.0
2003,2000,False,90-120,True,False,True,False,16.648723960844016,13800000.0,12.206077645517674,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9439660.0
1988,1980,False,90-120,False,False,False,False,16.648723960844016,5162000.0,11.39640288460621,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8578231.0
2009,2000,False,90-120,False,False,False,False,16.300417291085605,13600000.0,12.206077645517674,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1787413.0
2016,2010,True,60-90,False,False,False,False,14.914123179965662,15360000.0,12.388398368982115,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21401949.0
2011,2010,True,>120,False,False,False,False,13.122365377402328,188410000.0,14.635290829986122,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22926076.0
1995,1990,False,60-90,False,False,False,False,11.918397239722838,5313000.0,11.141876276228,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,924940.0
1997,1990,False,60-90,False,False,False,False,12.100717685412471,56440000.0,13.429849547739444,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,933933.0
2011,2010,True,90-120,False,False,False,False,13.910821646859095,148200000.0,14.48334044336031,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9148519.0
2014,2010,True,>120,False,False,False,False,15.319588176962746,93600000.0,13.972515161474428,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6566916.0
2012,2010,True,>120,False,False,False,False,15.816325607413905,28800000.0,12.899222326086994,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5277766.0
2015,2010,True,>120,False,False,False,False,16.707333983902565,85600000.0,13.883170141017091,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24548038.0
2001,2000,False,>120,False,False,False,False,15.830413711839864,34040000.0,13.038983942375959,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11334547.0
2010,2010,True,>120,False,False,False,False,16.300417291085605,80800000.0,13.825461878915961,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42345360.0
2011,2010,True,>120,False,False,False,False,16.206106619856122,31570000.0,12.923914877701906,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11219667.0
2018,2010,True,>120,False,False,False,False,15.319588176962746,64780000.0,13.579789490265188,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,62475342.0
2013,2010,True,90-120,False,False,False,False,13.815511557963774,40560000.0,13.161586013632684,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11621777.0
2004,2000,False,>120,False,False,False,False,15.76142084987672,39000000.0,13.122365377402328,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6887221.0
2018,2010,True,90-120,False,False,False,False,14.508658238524095,31280000.0,13.038983942375959,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4165776.0
2015,2010,True,90-120,False,False,False,False,15.830413711839864,17400000.0,12.577639650232573,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,381839.0
2011,2010,True,90-120,True,False,False,False,16.811242881518265,24360000.0,12.948012371209098,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39782683.0
2007,2000,False,90-120,False,False,False,False,17.341871111992198,38440000.0,13.3374763699232,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,95802916.0
1984,1980,False,90-120,False,False,False,False,16.811242881518265,7650000.0,11.918397239722838,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28078073.0
2013,2010,True,>120,False,False,False,False,17.468762860341794,21120000.0,12.676079399771027,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73906736.0
2016,2010,True,>120,False,True,False,False,17.622173069956816,71040000.0,13.774689605110144,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52185751.0
2004,2000,False,90-120,False,False,False,False,16.811242881518265,100100000.0,14.077875591662238,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104882445.0
2003,2000,False,60-90,False,False,False,False,17.529082649058825,21200000.0,12.899222326086994,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34268701.0
2015,2010,True,>120,False,False,False,False,17.216707972959764,165020000.0,14.617512591866694,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91970827.0
1985,1980,False,90-120,False,False,False,False,15.424948670398354,2394000.0,10.645448706505872,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981817.0
2006,2000,False,90-120,False,False,False,False,17.622173069956816,30100000.0,12.971542813248437,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78568977.0
1993,1990,False,60-90,False,False,False,False,16.213405921671733,12000000.0,11.982935344196433,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14694904.0
2019,2010,True,90-120,False,False,False,False,17.76675429577647,18900000.0,12.506180941677357,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176345966.0
1982,1980,False,90-120,False,False,False,False,16.811242881518265,1258000.0,10.434145214930487,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5675599.0
1995,1990,False,60-90,False,False,False,False,15.830413711839864,27200000.0,12.899222326086994,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32392047.0
1992,1990,False,90-120,False,False,False,False,13.710151153416941,13800000.0,12.206077645517674,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16270600.0
1994,1990,False,90-120,False,False,False,False,16.118095750958314,33440000.0,12.994532278619134,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11555430.0
1992,1990,False,90-120,False,False,False,False,16.118095750958314,7150000.0,11.608244735642321,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8359717.0
2016,2010,True,90-120,False,False,False,False,16.811242881518265,5600000.0,11.51293546492023,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13385737.0
2018,2010,True,90-120,False,False,False,False,17.370858648025116,33000000.0,13.122365377402328,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59945012.0
2009,2000,False,90-120,False,False,False,False,17.989897843244528,21420000.0,12.73670383776449,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39886986.0
2004,2000,False,>120,False,False,False,False,16.300417291085605,39220000.0,13.180634172318978,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19470239.0
2002,2000,False,90-120,False,False,False,False,15.676324430119516,96000000.0,13.997832948091215,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8836958.0
2001,2000,False,60-90,True,False,False,False,18.31532023940565,135300000.0,14.53335083891935,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347325802.0
2001,2000,False,60-90,False,False,False,False,16.118095750958314,55480000.0,13.541075028051122,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42776760.0
2018,2010,True,90-120,False,False,False,False,17.034386422832473,39000000.0,13.304686600863562,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53918723.0
2001,2000,False,60-90,False,False,False,False,17.707330876483063,11880000.0,12.301387370778713,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,71186502.0
2002,2000,False,90-120,False,False,False,False,16.300417291085605,3834000.0,11.170449240431308,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1440653.0
2004,2000,False,60-90,False,False,False,False,16.811242881518265,5700000.0,12.611541086966115,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9448644.0
2010,2010,True,90-120,False,False,False,False,17.034386422832473,1680000.0,10.308985993422082,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146149.0
1991,1990,False,>120,False,False,False,False,16.951004817371683,6460000.0,11.461642696843066,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829625.0
2000,2000,False,90-120,False,False,False,False,17.370858648025116,5684000.0,11.49273296168228,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27965865.0
2005,2000,False,90-120,False,False,False,False,17.034386422832473,9860000.0,12.73670383776449,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3650275.0
2003,2000,False,60-90,False,False,False,False,16.300417291085605,7560000.0,12.793862088206213,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13818181.0
2007,2000,False,>120,False,False,False,False,17.909855136853043,17100000.0,13.017005083966255,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13097915.0
2001,2000,False,90-120,False,False,False,False,17.50439003707821,6720000.0,11.849404844423074,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32533802.0
1999,1990,False,>120,True,True,True,False,17.50439003707821,82550000.0,14.054528245836039,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,96618699.0
2006,2000,False,>120,True,False,False,False,17.822843761378564,14880000.0,12.388398368982115,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9451623.0
2003,2000,False,90-120,True,False,False,False,16.951004817371683,95900000.0,14.130322027731049,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,76488889.0
1999,1990,False,90-120,True,False,False,False,17.989897843244528,48510000.0,13.554147092530322,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117758500.0
1999,1990,False,90-120,True,False,False,False,16.52356082573315,4154000.0,11.112462823634855,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2005840.0
2000,2000,False,90-120,True,False,False,False,17.909855136853043,5880000.0,11.695255355062795,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51880044.0
1999,1990,False,60-90,True,False,False,False,18.705859693704824,75520000.0,14.062371417145494,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300135367.0
2018,2010,True,90-120,True,False,False,False,17.57671069691365,26840000.0,12.994532278619134,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35164920.0
2001,2000,False,90-120,True,False,False,False,17.370858648025116,41340000.0,13.567050480716235,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,94728529.0
1992,1990,False,90-120,False,False,False,False,17.216707972959764,6300000.0,11.849404844423074,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13273595.0
2009,2000,False,90-120,False,False,False,False,17.312018149733785,97820000.0,14.19394767861579,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20648328.0
2012,2010,True,90-120,False,False,False,False,17.989897843244528,73440000.0,14.122995993006082,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240159255.0
1995,1990,False,>120,False,True,False,False,17.87595358575207,23940000.0,12.847929163278053,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53672080.0
1996,1990,False,90-120,False,False,False,False,17.822843761378564,39440000.0,13.270785106659046,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38619405.0
2005,2000,False,90-120,True,False,False,False,17.453096744006448,15500000.0,12.644330802262578,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29621722.0
2006,2000,False,>120,False,False,False,False,17.909855136853043,179250000.0,14.686804342317648,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,135039924.0
2007,2000,False,90-120,True,False,False,False,17.370858648025116,11880000.0,12.301387370778713,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,117252578.0
2003,2000,False,>120,False,False,False,False,17.216707972959764,9900000.0,11.918397239722838,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29632684.0
1999,1990,False,>120,True,True,False,False,17.958645300228824,1672000000.0,16.759949589762293,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,101187503.0
2004,2000,False,90-120,False,False,False,True,16.773021670646116,18850000.0,12.577639650232573,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112712.0
2002,2000,False,90-120,False,False,False,False,17.182806422433504,9010000.0,12.04355959836804,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20146150.0
2000,2000,False,90-120,False,False,False,False,17.370858648025116,20460000.0,12.706850963741102,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29364989.0
2000,2000,False,>120,False,False,False,False,15.894952224644102,12390000.0,12.25486757159303,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,105983.0
2007,2000,False,>120,False,False,False,False,16.811242881518265,39330000.0,13.25339339419516,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11792542.0
2008,2000,False,90-120,True,True,False,False,17.72753358339242,155400000.0,14.613018204298811,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113244290.0
2003,2000,False,>120,False,False,False,False,17.370858648025116,16900000.0,12.468440756144114,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11705002.0
2005,2000,False,90-120,False,False,False,False,17.182806422433504,78100000.0,13.910821646859095,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21733230.0
2008,2000,False,90-120,False,False,True,False,17.312018149733785,594540000.0,15.80884953683047,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,269958228.0
2006,2000,False,90-120,False,True,False,False,16.705882371415992,12800000.0,12.206077645517674,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2520835.0
2005,2000,False,90-120,True,False,False,False,17.216707972959764,20300000.0,12.577639650232573,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18618284.0
2003,2000,False,60-90,True,True,False,False,17.50439003707821,33040000.0,13.235693848424024,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19322135.0
1995,1990,False,90-120,True,False,False,False,15.76142084987672,25160000.0,12.73670383776449,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8367636.0
2003,2000,False,90-120,True,False,False,False,17.216707972959764,18900000.0,12.611541086966115,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22954068.0
2002,2000,False,90-120,False,False,False,False,15.424948670398354,67200000.0,13.864301674514206,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38275483.0
2002,2000,False,90-120,True,False,False,False,17.804494623047066,136680000.0,14.528460856016357,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155010032.0
1999,1990,False,90-120,True,False,False,False,16.52356082573315,22440000.0,12.73670383776449,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10571408.0
2008,2000,False,60-90,True,False,False,False,18.197537205138154,38190000.0,13.415034483903348,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,164112721.0
2009,2000,False,>120,True,False,False,False,17.50439003707821,105600000.0,14.316286451937186,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,178866158.0
2008,2000,False,90-120,True,False,False,False,17.909855136853043,45750000.0,13.527829818844937,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62803180.0
1999,1990,False,90-120,False,False,False,False,15.607270193858982,6890000.0,11.775297421715827,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4398989.0
1998,1990,False,>120,False,False,False,False,17.72753358339242,97820000.0,14.108180918195472,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44547681.0
2004,2000,False,90-120,True,False,False,False,18.757152987716434,135320000.0,14.503645699213111,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211468235.0
2007,2000,False,>120,True,False,False,False,16.860033043306743,54720000.0,13.487007879880162,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43095175.0
2001,2000,False,90-120,True,True,False,False,17.281246492014,18560000.0,12.577639650232573,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44102389.0
2000,2000,False,60-90,True,False,False,False,17.216707972959764,7440000.0,11.695255355062795,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103291131.0
2000,2000,False,90-120,True,False,False,False,17.370858648025116,45000000.0,13.527829818844937,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21360215.0
2001,2000,False,>120,True,True,False,False,18.035018277846262,84320000.0,14.030622744032508,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114252154.0
2004,2000,False,90-120,True,False,False,False,17.72753358339242,11130000.0,12.25486757159303,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40954603.0
2001,2000,False,60-90,True,True,False,False,17.147715103853763,163150000.0,14.735793709514262,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60780981.0
2003,2000,False,90-120,False,True,False,False,17.72753358339242,39650000.0,13.321215875492413,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42792561.0
2010,2010,True,90-120,True,False,False,False,17.909855136853043,95700000.0,14.316286451937186,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300228084.0
2004,2000,False,90-120,True,False,False,False,17.622173069956816,117800000.0,14.45736497045232,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129342769.0
2008,2000,False,>120,False,False,False,False,17.281246492014,177840000.0,14.66566191468422,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108902486.0
2000,2000,False,90-120,True,False,False,False,17.216707972959764,42640000.0,13.617060838751888,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173959438.0
2005,2000,False,90-120,True,True,False,False,17.216707972959764,49800000.0,13.629182184591333,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,127369981.0
2002,2000,False,90-120,True,True,False,False,17.822843761378564,13250000.0,12.429220196836383,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6632383.0
2004,2000,False,90-120,True,False,False,False,17.216707972959764,43200000.0,13.304686600863562,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61950770.0
2006,2000,False,>120,True,False,False,False,18.72078534381011,67200000.0,13.928840136128022,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164231296.0
2002,2000,False,>120,True,False,False,False,18.17221939747438,186480000.0,14.767168819776032,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,209196298.0
2008,2000,False,90-120,True,False,False,False,17.147715103853763,151640000.0,14.617512591866694,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92649419.0
2004,2000,False,60-90,True,False,False,False,16.52356082573315,13160000.0,12.54254845357358,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33251890.0
2003,2000,False,90-120,True,False,False,False,18.197537205138154,19950000.0,12.765691290604371,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68514844.0
2009,2000,False,90-120,True,False,False,False,17.50439003707821,44100000.0,13.45883704259595,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61601280.0
1997,1990,False,>120,True,True,False,False,17.858561843342684,256500000.0,15.045151401436407,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,152944660.0
1990,1990,False,60-90,True,False,False,False,17.399029524198163,13000000.0,12.429220196836383,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17373527.0
2009,2000,False,90-120,True,False,False,False,18.420680753952364,68340000.0,13.83531416565213,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100140096.0
2006,2000,False,>120,False,False,False,False,14.508658238524095,309120000.0,15.118423581884207,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,77356942.0
2009,2000,False,>120,False,False,False,False,16.705882371415992,54600000.0,13.45883704259595,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19319671.0
2006,2000,False,>120,False,False,False,False,16.380459992348886,23100000.0,12.706850963741102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2636637.0
2007,2000,False,90-120,False,False,False,False,15.803385043104912,72000000.0,13.710151153416941,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22783978.0
2004,2000,False,>120,False,False,False,False,17.851519560841254,54720000.0,13.487007879880162,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,69424389.0
2010,2010,True,90-120,False,False,False,False,15.76142084987672,2784000.0,10.778977123006351,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,649626.0
2000,2000,False,>120,False,False,False,False,15.894952224644102,4331000.0,11.0186455364637,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3033646.0
1987,1980,False,90-120,False,False,False,False,18.064005814299346,1121000.0,9.852246888342531,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130834852.0
1995,1990,False,60-90,False,True,False,False,15.76142084987672,2491000.0,10.757924157061597,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3734870.0
1992,1990,False,90-120,False,False,False,False,16.5563506464056,3328000.0,10.859018228147887,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6742168.0
1992,1990,False,>120,False,False,False,False,17.11134746100564,3185000.0,10.799595985047786,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14683921.0
1999,1990,False,>120,False,True,False,False,17.453096744006448,115240000.0,14.357835430184815,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,58401898.0
1999,1990,False,90-120,False,False,False,False,16.118095750958314,67200000.0,13.641158361294979,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6416569.0
1993,1990,False,90-120,False,False,False,False,15.607270193858982,3894000.0,10.985309671896763,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3283371.0
2008,2000,False,60-90,False,False,False,False,18.064005814299346,52640000.0,13.753636218075409,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72109200.0
1991,1990,False,90-120,False,False,True,False,16.213405921671733,6624000.0,11.472113887062386,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1059071.0
1995,1990,False,>120,False,False,True,False,18.400478046838927,15390000.0,12.506180941677357,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10017322.0
